Sender,Title,Incipit,Reference,Cited names,Subject,Places
"Chimentelli, Valerio, 1620-1668,

","Chimentelli Valerio a Medici Leopoldo (de'), 27 maggio 1665.
","Tipologia: letteraIncipit: ""Invio a V.A una nuova manumessa di mosche più odorosa...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 131, c. 189r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Esperimenti.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 6 giugno 1665.
","Tipologia: letteraIncipit: ""Col procaccio di questa settimana ho ricevute le due monete nuove fatte battere...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 132, c. 190r-v<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (citato.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Accademia della Crusca (Firenze),  (citato.)
","*Monete.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Chimentelli, Valerio, 1620-1668,

","Chimentelli Valerio a Medici Leopoldo (de'), 8 giugno 1665.
","Tipologia: letteraIncipit: ""Restò accomodato il cassettino e supplito il piego secondo i comandi di V.A....""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 133, c. 191r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Viali, Felice, 1638-1722,  (citato.)
","*Esperimenti.
","*Pisa  (provenienza.)*Firenze  (destinazione.)
"
"Boulliau, Ismael, 1605-1691,

","Boulliau Ismael a Medici Leopoldo (de'), 10 giugno 1665.
","Tipologia: letteraIncipit: ""Magno cum sensu voluptatis Serenissimae Celsitudinis Tuae...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 134, c. 192r-v<br/>
</td>","Auzout, Adrien, 1622-1691,  (citato.)
Petit, Pierre, 1598-1667,  (citato.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Hevelius, Johannes, 1611-1687,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
","*Comete.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 13 giugno 1665.
","Tipologia: letteraIncipit: ""Dal procaccio di Firenze mi furono giovedì sera resi in propria mano i due scatolini...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 135, c. 193r-v<br/>
</td>","Chimentelli, Valerio, 1620-1668,  (citato.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Fitton, Peter, sec. XVII,  (citato.)
","*Esperimenti.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Burattini, Tito Livio, 1617-1681,

","Burattini Tito Livio a Medici Leopoldo (de'), 15 giugno 1665.
","Tipologia: letteraIncipit: ""Non mi sono arrossito nel ricever il dono fattomi dall'Altezza Vostra Ser.ma...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 136, c. 194r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Hevelius, Johannes, 1611-1687,  (citato.)
Michelini, Famiano, 1604-1665,  (citato.)
","*Notizie di libri.
","*Varsavia  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 20 giugno 1665.
","Tipologia: letteraIncipit: ""Il disegno ed il piombo del medaglione di Filippo...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 137, c. 195r<br/>
</td>","Pallavicino, Sforza, 1607-1667,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Fitton, Peter, sec. XVII,  (citato.)
","*Medaglie.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
,"[Non identificato] a Medici Leopoldo (de'), 26 giugno 1665.
","Tipologia: letteraIncipit: ""Parve ancor a me ardito l'arbitrio preso dal Sig.r Buglialdo...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 138, c. 196r<br/>
</td>","Auzout, Adrien, 1622-1691,  (citato.)
Marucelli, Giovan Filippo, 1628-1680,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Boulliau, Ismael, 1605-1691,  (citato.)
","*Notizie di libri.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 29 giugno 1665.
","Tipologia: letteraIncipit: ""Con la partenza del Signor Cassini par che sia passata la voglia...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 139, c. 197r<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Oliva, Antonio, 1624-1689,  (citato.)
Riva, Giovanni Guglielmo, 1627-1677,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Bartholin, Rasmus, 1625-1698,  (citato.)
Guisson, Pierre, sec. XVII,  (citato.)
Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Pecquet, Jean, 1622-1674,  (citato.)
","*Anatomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Campani, Giuseppe, 1635-1715,

","Campani Giuseppe a Medici Leopoldo (de'), 30 giugno 1665.
","Tipologia: letteraIncipit: ""Fu consiglio di riverenza il silenzio che fin qui ho tenuto con V.A.Ser.ma ...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 140, c. 198r-v<br/>
</td>","Barberini, Antonio, 1607-1671,  (citato.)
Huygens, Christiaan, 1629-1695,  (citato.)
Monanni, Monanno, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Chigi, Flavio, 1631-1693,  (citato.)
","*Ottica.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 4 luglio 1665.
","Tipologia: letteraIncipit: ""Presentai ieri sera al Sig.re Cardinal Pallavicino le mosche di Pisa...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 141, c. 199r<br/>
</td>","Pallavicino, Sforza, 1607-1667,  (citato.)
Fabri, Honoré, 1607-1688,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Campani, Matteo, 1620-1678,  (citato.)
Seguin, Pierre, sec. XVII,  (citato.)
","*Esperimenti.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Medici Leopoldo (de'), 5 luglio 1665.
","Tipologia: letteraIncipit: ""Se appresso al Ser.mo Gran Duca si trovasse tuttavia non so qual occhialone...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 142, c. 200r-201v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
","*Astronomia.
","*Sarteano  (provenienza.)*Firenze  (destinazione.)
"
"Campani, Giuseppe, 1635-1715,

","Campani Giuseppe a Medici Leopoldo (de'), 11 luglio 1665.
","Tipologia: letteraIncipit: ""Dalla benigna protezione ed assistenza di V.A.S. riconosco la buona uscita del mio occhiale...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 143, c. 202r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Canocchiale.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 11 luglio 1665.
","Tipologia: letteraIncipit: ""Ier notte, in conformità dell'avviso avutone dal Casini...""AutografoPer Agostino Pinchiari, cfr. Lettere di Ottavio Falconieri a Leopoldo de' Medici, a cura di Laura Giovannini, Firenze, 1984, p. 132 n. 6
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 144, c. 203r-v<br/>
</td>","Pinchiari, Agostino, m. 1679,  (citato.)
Fabri, Honoré, 1607-1688,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
Gottifredi, Francesco, 1595-1669,  (citato.)
Petit, Pierre, 1598-1667,  (citato.)
Auzout, Adrien, 1622-1691,  (citato.)
Seguin, Pierre, sec. XVII,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Hevelius, Johannes, 1611-1687,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Collegio Romano,  (citato.)
","*Canocchiale.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Campani, Giuseppe, 1635-1715,

","Campani Giuseppe a Medici Leopoldo (de'), 14 luglio 1665.
","Tipologia: letteraIncipit: ""Mentre Sabbato sera io consegnava al Monanni il modello dell'ordigno...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 145, c. 204r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Divini, Eustachio, 1610-1685,  (citato.)
Monanni, Monanno, sec. XVII,  (citato.)
","*Canocchiale.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 18 luglio 1665.
","Tipologia: letteraIncipit: ""Io confesso ingenuamente a V.A., che la benignissima sua de' 14 del corrente...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 146, c. 205r-v<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Pinchiari, Agostino, m. 1679,  (citato.)
Campani, Matteo, 1620-1678,  (citato.)
Kircher, Athanasius, 1602-1680,  (citato.)
Massimo, Camillo, 1620-1677,  (citato.)
Hevelius, Johannes, 1611-1687,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Gottifredi, Francesco, 1595-1669,  (citato.)
Monanni, Agostino, sec. XVII,  (citato.)
Seguin, Pierre, sec. XVII,  (citato.)
","*Astronomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a Medici Leopoldo (de'), 20 luglio 1665.
","Tipologia: letteraIncipit: ""Pongo tra le grazie che V.A.S. mi ha fatte la conoscenza del Sig.re cavagliere Gio. Finchio...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 147, c. 206r<br/>
</td>","Riva, Giovanni Guglielmo, 1627-1677,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Finch, John, 1626-1682,  (citato.)
Ridolfi, Francesco, m. 1697,  (citato.)
","*Anatomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 25 luglio 1665.
","Tipologia: letteraIncipit: ""Ricevo in questa settimana una di V.A.S. de' 21, ma non ho ricevuta l'altra...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 148, c. 207r-v<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Barberini, Antonio, 1607-1671,  (citato.)
Seguin, Pierre, sec. XVII,  (citato.)
Auzout, Adrien, 1622-1691,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Hevelius, Johannes, 1611-1687,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Gottifredi, Francesco, 1595-1669,  (citato.)
Chigi, Flavio, 1631-1693,  (citato.)
","*Astronomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Medici Leopoldo (de'), 29 luglio 1665.
","Tipologia: letteraIncipit: ""Il Sig,r Cassini che è stato oggi qui bacia umilmente le vesti all'A.V.S. ma...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 149, c. 208r-209r<br/>
</td>","Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Paci, Enea, sec. XVII,  (citato.)
","*Astronomia.
","*Sartiano  (provenienza.)*Firenze  (destinazione.)
"
"Viviani, Vincenzo, 1622-1703,

","Viviani Vincenzo a Medici Leopoldo (de'), 29 luglio 1665.
","Tipologia: letteraIncipit: ""Il Sig.re Cassini che è stato oggi qui bacia umilissimamente le vesti all'A.V.Ser.ma...""AutografoMinuta della precedente lettera alle cc.208r-209r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 150, c. 210r-v<br/>
</td>","Campani, Giuseppe, 1635-1715,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Paci, Enea, sec. XVII,  (citato.)
","*Astronomia.
","*Sarteano  (provenienza.)*Firenze  (destinazione.)
"
"Petit, Pierre, 1598-1667,

","Petit Pierre a Medici Leopoldo (de'), 7 agosto 1665.
","Tipologia: letteraIncipit: ""Puisque Vostre Altesse me fait tousjours l'honneur de se souvenir de moy dans la distribution des livres...""AutografoIndirizzo a c.212v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 151, c. 211r-212v<br/>
</td>","Sauvalle, Henri, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Durazzo, Giovanni Luca, sec. XVII,  (citato.)
Thévenot, Melchisédech, 1620-1680,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
","*Comete.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 8 agosto 1665.
","Tipologia: letteraIncipit: ""Ho presentato questa mattina al Sig.r Cardinal Chigi la lettera di V.A....""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 152, c. 213r<br/>
</td>","Petit, Pierre, 1598-1667,  (citato.)
Barberini, Antonio, 1607-1671,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (citato.)
Auzout, Adrien, 1622-1691,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
Hevelius, Johannes, 1611-1687,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Chigi, Flavio, 1631-1693,  (citato.)
","*Astronomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 15 agosto 1665.
","Tipologia: letteraIncipit: ""Essendomi trovato presente martedì quando Monsignor Magalotti significò a V.S....""AutografoCfr. Lettere di Ottavio Falconieri a Leopoldo de' Medici, a cura di Laura Giovannini, Firenze 1994, p.136 n.2
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 153, c. 214r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (citato.)
Pallavicino, Sforza, 1607-1667,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Ridolfi, Francesco, m. 1697,  (citato.)
","*Medaglie.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Kircher, Athanasius, 1602-1680,

","Kircher Athanasius a Medici Leopoldo (de'), 15 agosto 1665.
","Tipologia: letteraIncipit: ""Vengo con queste poche righe a presentare V.ra Altezza una nuova operetta intitolata Arithmologia...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 154, c. 215r<br/>
</td>","Janssonius, Johannes, 1588-1664,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 29 agosto 1665.
","Tipologia: letteraIncipit: ""I fogli mandatimi da V.A. per mutare negli esemplari dell'opera del Rinaldini...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 155, c. 216 r<br/>
</td>","Rinaldini, Carlo, 1615-1698,  (citato.)
Barberini, Antonio, 1607-1671,  (citato.)
Campani, Giuseppe, 1635-1715,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Ferdinando II, granduca di Toscana, 1610-1670,  (citato.)
Chigi, Flavio, 1631-1693,  (citato.)
","*Astronomia.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Boulliau, Ismael, 1605-1691,

","Boulliau Ismael a Medici Leopoldo (de'), 4 settembre 1665.
","Tipologia: letteraIncipit: ""Sic me constantem in colenda ac veneranda Celsitudine Tua Serenissima...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 156, c. 217r-218r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Auzout, Adrien, 1622-1691,  (citato.)
Ptolemaeus, Claudius, ca. 100-178,  (citato.)
Malvasìa, Cornelio, 1603-1664,  (citato.)
Hooke, Robert, 1635-1703,  (citato.)
Brahe, Tycho, 1546-1601,  (citato.)
Hevelius, Johannes, 1611-1687,  (citato.)
Petit, Pierre, 1598-1667,  (citato.)
","*Astronomia.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Falconieri, Ottavio, 1646-1676,

","Falconieri Ottavio a Medici Leopoldo (de'), 12 settembre 1665.
","Tipologia: letteraIncipit: ""I comandamenti di V.A. intorno agli occhiali per il P.Cicognini...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 157, c. 219r-v<br/>
</td>","Campani, Giuseppe, 1635-1715,  (citato.)
Della Ciaia, Niccolò, sec. XVII,  (citato.)
Barberini, Antonio, 1607-1671,  (citato.)
Rinaldini, Carlo, 1615-1698,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cicognini, Francesco, 1590-1666,  (citato.)
","*Canocchiale.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Petit, Pierre, 1617-1687,

","Petit Pierre a Medici Leopoldo (de'), 2 ottobre 1665.
","Tipologia: letteraIncipit: ""Pour satisfaire a l'honneur des commandaments de V.A., je luy  envoye le petit discours que je fis en l'assemblee de cette ville...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 158, c. 220r-v<br/>
</td>","Durazzo, Giovanni Luca, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Du Hamel, Jean Baptiste, 1624-1706,  (citato.)
","*Astronomia.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Segni, Alessandro, 1633-1697,

","Segni Alessandro a Medici Leopoldo (de'), 11 dicembre 1665.
","Tipologia: letteraIncipit: ""Dopo l'ultima mia scritta di Lione a V.A. ho avuto la fortuna di acquistarmi la conoscenza...""AutografoA c. 222v si legge, di altra mano Il nome dello Stradino vi è di proprio pugno ne' manoscritti di Giovanni di Domenico di Giovanni di Mascetto di Mazzuolo Mazzuoli detto lo Stradino
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 159, c. 221r-222v<br/>
</td>","Fabri, Honoré, 1607-1688,  (citato.)
Michelini, Famiano, 1604-1665,  (citato.)
Steensen, Niels, 1638-1686,  (citato.)
Monconys, Balthasar de, 1611-1665,  (citato.)
Siri, Vittorio, 1608-1685,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Bertet, Jean, 1622-1692,  (citato.)
","*Argomenti privati.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Levera, Francesco, sec. XVII,

","Levera Francesco a Medici Leopoldo (de'), 12 dicembre 1665.
","Tipologia: letteraIncipit: ""Havendo V.A.Ser.ma nella primavera passata gradito con la solita benignità...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 160, c. 223r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
","*Notizie di libri.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Levera, Francesco, sec. XVII,

","Levera Francesco a Medici Leopoldo (de'), 19 dicembre 1665.
","Tipologia: letteraIncipit: ""Perchè dopo inviato a V.A.Ser.ma il plico che diedi al Signor Michelangelo Ricci...""AutografoCfr.lettera del 12 dicembre 1665 c.221 r-v e lettera del Renier c.223r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 161, c. 224r<br/>
</td>","Créquy, Charles III, duc de, 1624-1687,  (citato.)
Lionne, Hugues de, 1611-1671,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Medici, Leopoldo de', 1617-1675,  (destinatario.)
Regnier-Desmarais, François-Séraphin, 1632-1713,  (citato.)
","*Calendario.
","*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Regnier-Desmarais, François-Séraphin, 1632-1713,

","Régnier-Desmarais François Séraphin a Medici Leopoldo (de'), 20 ottobre 1665.
","Tipologia: letteraIncipit: ""Da che ebbi la fortuna di conoscere V.S. sì come merito delle sue gran virtù mene rese ammiratore zelantissimo...""CopiaCfr. lettera del Levera a Leopoldo de' Medici  c.224r circa i pleniluni pascali
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 162, c. 225r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Créquy, Charles III, duc de, 1624-1687,  (citato.)
","*Calendario.
","*Parigi  (provenienza.)*Firenze  (destinazione.)
"
"Marucelli, Giovan Filippo, 1628-1680,

","Marucelli Giovanni Filippo a Medici Leopoldo (de'), 25 dicembre 1665.
","Tipologia: letteraIncipit: ""Il generoso e benigno compatimento testificatomi da V.A.S. sul proposito della mia lunga indisposizione...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '27491')"">Gal. 277  </a>  doc. 163, c. 226r<br/>
</td>","Medici, Leopoldo de', 1617-1675,  (destinatario.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
Segni, Alessandro, 1633-1697,  (citato.)
",,"*Parigi  (provenienza.)*Firenze  (destinazione.)
"
