Sender,Main title,Notes,in:,Related names,subjects,places
"Fabri, Honoré, 1607-1688,

","Fabri Honoré a Magalotti Lorenzo, 20 settembre 1664.
","Tipologia: letteraIncipit: ""Altum e diuturnum silentium quod iam ab aliquot annis tenuimus...""Nel margine superiore di c. 142r: CopiaA c. 147r raffigurazione di Saturno
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 61, c. 142r-147r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
Grienberger, Christoph, 1561-1636,  (citato.)
Huygens, Christiaan, 1629-1695,  (citato.)
Grimaldi, Francesco Maria, 1618-1663,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Biancani, Giuseppe, 1566-1624,  (citato.)
Boulliau, Ismael, 1605-1691,  (citato.)
Gassendi, Pierre, 1592-1655,  (citato.)
Riccioli, Giovanni Battista, 1598-1671,  (citato.)
",,
"Fabri, Honoré, 1607-1688,

","Fabri Honoré a Magalotti Lorenzo, 28 novembre 1660.
","Tipologia: letteraIncipit: ""Haud dubie literas meas dudum expectas, Amicorum suavissime...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 62, c. 148r-151r<br/>
</td>","Viviani, Vincenzo, 1622-1703,  (copista.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Huygens, Christiaan, 1629-1695,  (citato.)
Zucchi, Niccolò, 1586-1670,  (citato.)
Magalotti, Lorenzo, 1637-1712,  (destinatario.)
",,"*Roma  (provenienza.)
"
,"[Non identificato] a [non identificato], 3 gennaio 1661.
","Tipologia: letteraIncipit: ""Già che non si trova strada ch'io possa riverire V.S. di persona...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 63, c. 152-153r<br/>
</td>","Viète, François, 1540-1603,  (citato.)
Ricci, Michelangelo, 1619-1682,  (incisore.)
",,
,"[Non identificato] a [non identificato], 18 aprile 1661.
","Tipologia: letteraIncipit: ""Viddi ier l'altro il Padre Fabri, et avendolo salutato in nome di V.S....""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 64, c. 154r-v<br/>
</td>","Thévenot, Melchisédech, 1620-1680,  (citato.)
",,
"Fabri, Honoré, 1607-1688,

","Fabri Honoré a Magalotti Lorenzo, 21 maggio 1661.
","Tipologia: letteraIncipit: ""Erit haud dubie quod mireris, Vir praestantissime, literarum mearum raritatem...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 65, c. 155r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,  (destinatario.)
Viviani, Vincenzo, 1622-1703,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
",,"*Roma  (provenienza.)
"
"Abraham, Ecchellensis, 1605-1664,

","Abraham Ecchellensis a Borelli Giovanni Alfonso, 12 agosto 1662.
","Tipologia: letteraIncipit: ""L'ultima di V.S.Ecc. ma mi servì per regola, cioè per scrivergli ogni volta...""AutografoIndirizzo a c. 157v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 66, c. 156r-157v<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (destinatario.)
Giugni, Niccolò, 1585-1648,  (citato.)
Seguin, Pierre, sec. XVII,  (citato.)
Hottinger, Johann Heinrich, 1620-1667,  (citato.)
Allacci, Leone, 1586-1669,  (citato.)
Bandini, Ottavio, ca. 1557-1629,  (citato.)
",,"*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Abraham, Ecchellensis, 1605-1664,

","Abraham Ecchellensis a Borelli Giovanni Alfonso, 9 settembre 1662.
","Tipologia: letteraIncipit: ""Ricevo li doi libri inviatimi da V.S. col procaccio...""AutografoIndirizzo a c. 159v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 67, c. 158r-159v<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (destinatario.)
Giugni, Niccolò, 1585-1648,  (citato.)
Bandini, Ottavio, ca. 1557-1629,  (citato.)
",,"*Roma  (provenienza.)*Firenze  (destinazione.)
"
"Ricci, Michelangelo, 1619-1682,

","Ricci Michelangelo a [non identificato], 4 febbraio 1663.
","Tipologia: letteraIncipit: ""Infine io persuadermi non posso che nell'esperienze delle quali ragionavamo...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 68, c. 160r-161r<br/>
</td>","Torricelli, Evangelista, 1608-1647,  (citato.)
",,"*Roma  (provenienza.)
"
"Campani, Giuseppe, 1635-1715,

","Campani Giuseppe a [non identificato], 6 settembre 1664.
","Tipologia: letteraIncipit: ""Il mio cannocchiale che V.S.Ill.ma mi ha comandato...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 69, c. 162r-163r<br/>
</td>","Falconieri, Ottavio, 1646-1676,  (citato.)
",,
"Magalotti, Lorenzo, 1637-1712,

","Magalotti Lorenzo a [non identificato], 10 dicembre 1664.
","Tipologia: letteraIncipit: ""Poichè tutto 'l mondo rivolto al cielo altro non guarda che la cometa...""Copia
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 70, c. 164r-166v<br/>
</td>","Alighieri, Dante, 1265-1321,  (citato.)
Molara, Bruto della, 1639-1685,  (citato.)
",,"*Firenze  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a Ranuzzi Annibale, 20 dicembre 1664.
","Tipologia: letteraIncipit: ""Quando la scorsa notte havevo preparato d'operare esquisitamente la cometa dal terrazzo del signor dottore Manzi...""La c. 168, doppia e allegata alla lettera, è posposta alla c. 169 e contiene un disegno della cometa del dicembre 1664
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 71, c. 167r-169v<br/>
</td>","Ranuzzi, Annibale, 1625-1697,  (destinatario.)
Cornelio, Tommaso, 1614-1684,  (citato.)
Bentivogli,  (citato.)
Manzi, Giovanni Galeazzo, m. 1698,  (citato.)
",,
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 3 gennaio 1665.
","Tipologia: letteraIncipit: ""Ecco a V.S.Ill.ma in parte l'osservazioni da me fatte della cometa...""AutografoLa c. 177 allegata alla lettera contiene un disegno astronomico indicato come ""Observatio solaris eclipsis habita Romae die 26 Januarij 1656""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 72, c. 170r-171r<br/>
</td>","Cornelio, Tommaso, 1614-1684,  (citato.)
Rinaldini, Carlo, 1615-1698,  (citato.)
",,
"Sluse, René François Walter de, 1622-1685,

","Sluse René François Walter (de) a Scarlatti Pompeo, 16 gennaio 1665.
","Tipologia: letteraIncipit: ""Dopo un lungo e noioso silenzio di molte settimane...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 73, c. 172r-173v<br/>
</td>","Scarlatti, Pompeo, sec. XVII,  (destinatario.)
Dati, Carlo Roberto, 1619-1676,  (citato.)
La Nou, sec. XVII,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Liegi  (provenienza.)
"
"Scarlatti, Pompeo, sec. XVII,

","Scarlatti Pompeo a [non identificato], 13 febbraio 1665.
","Tipologia: letteraIncipit: ""Ricevo la qui acclusa del canonico Slusio di Liege...""AutografoIl testo fa riferimento alla precedente lettera alle cc. 172r-173v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 74, c. 174r<br/>
</td>","Sluse, René François Walter de, 1622-1685,  (citato.)
",,"*Pisa  (citato.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 17 febbraio 1665.
","Tipologia: letteraIncipit: ""Con mio molto ramarico non porto a V.S.Ill.ma questa volta che una sola osservazione della cometa...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 75, c. 175r-v<br/>
</td>","Lansberghe, Philip van, 1561-1632,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Bologna  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 24 febbraio 1665.
","Tipologia: letteraIncipit: ""Pure ostinatamente contende il tempo, piovoso del continuo...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 76, c. 176r-177r<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Brahe, Tycho, 1546-1601,  (citato.)
Cassini, Giovanni Domenico, 1625-1712,  (citato.)
",,"*Bologna  (provenienza.)
"
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a [non identificato], 3 marzo 1665.
","Tipologia: letteraIncipit: ""Pure col nome di Dio fu un poco di sereno iersera, ed hebbi tempo d'osservare...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 77, c. 178r-180v<br/>
</td>","Borelli, Giovanni Alfonso, 1608-1679,  (citato.)
Ranuzzi, Annibale, 1625-1697,  (citato.)
Galilei, Galileo, 1564-1642,  (citato.)
Grassi, Orazio, 1583-1654,  (citato.)
Malvasìa, Cornelio, 1603-1664,  (citato.)
",,"*Bologna  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a [non identificato], 6 aprile 1665.
","Tipologia: letteraIncipit: ""Ho ricevuto oggi la sua lettera con l'ordine se Ser. mi Padroni...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 78, c. 181r<br/>
</td>","Albizzini, Giovanni Andrea, sec. XVII,  (citato.)
Rinaldini, Carlo, 1615-1698,  (citato.)
",,"*Pisa  (provenienza.)
"
"Rinaldini, Carlo, 1615-1698,

","Rinaldini Carlo a Cecini Fabrizio, 13 giugno 1665.
","Tipologia: letteraIncipit: ""V.S. farà grazia dir a S.A.S.che serve la stampa in mezzo foglio...""AutografoIndirizzo a c. 184v. La c. 183, ripiegata, contiene il frontespizio a stampa dell'opera del Rinaldini ""Ars analytica mathematum in tres partes distributa..."", Florentiae, ex typographia Iosephi Cocchini ad insigne Stellae, 1665-1684
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 79, c. 182r-184v<br/>
</td>","Cecini, Fabrizio, sec. XVII,  (destinatario.)
",,
"Montanari, Geminiano, 1633-1687,

","Montanari Geminiano a Ranuzzi Annibale, 25 agosto 1665.
","Tipologia: letteraIncipit: ""Ecco a V.S.Ill.ma in poco di abozzo dell'instromento che sino vivevnte il già Sig. M. se Cornelio...""AutografoAllegato a c. 186 il disegno dello strumento a cui si riferisce la lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 80, c. 185r-186v<br/>
</td>","Ranuzzi, Annibale, 1625-1697,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Odierna, Giovanni Battista, 1597-1660,  (citato.)
Malvasìa, Cornelio, 1603-1664,  (citato.)
",,"*Bologna  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 14 ottobre 1658.
","Tipologia: letteraIncipit: ""Arrivai Sabbato a Firenze con buona salute per gratia d'Iddio...""Firma autografaA c. 187v indirizzo. Il gruppo di 21 lettere del Borelli al Morelli, alle cc. 187r-224v, è preceduto dalla c. 186bis, moderna, sul cui verso è incollato un ritaglio del Bollettino delle pubblicazioni italiane, Ottobre 1916, nel quale si dà notizia del dono delle lettera alla BNCF da parte di Giovanni Giovannozzi
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 81, c. 187r-v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Commandino, Federico, 1509-1575,  (citato.)
Chapelain, Jean, 1595-1674,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
",,"*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 14 ottobre 1658.
","Tipologia: letteraIncipit: ""Già il Serenissimo Principe Leopoldo ha parlato con questo vostro padre Provinciale...""Firma autografaA c. 189v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 82, c. 188r-189v<br/>
</td>","Garcia del Castillo, Joannes, 1584-1659,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Commandino, Federico, 1509-1575,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Mydorge, Claude, 1585-1647,  (citato.)
Saint Vincent, Grégoire de, 1584-1667,  (citato.)
Monanni, Monanno, sec. XVII,  (citato.)
",,"*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 10 novembre 1658.
","Tipologia: letteraIncipit: ""Trovomi due lettere di vostra R. et intorno la prima de i 26 del passato...""Firma autografaA c. 190v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 83, c. 190r-v<br/>
</td>","Abraham, Ecchellensis, 1605-1664,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
",,"*Firenze  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 15 novembre 1658.
","Tipologia: letteraIncipit: ""Sarò seco brevissimo perchè quello che viene scrittto nella lettera del Sig.r Abramo...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 84, c. 191r-v<br/>
</td>","Abraham, Ecchellensis, 1605-1664,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 25 novembre 1658.
","Tipologia: letteraIncipit: ""Ricevo assai tardi questa mattina la sua lettera de 16 con l'inclusi fogli della traduttione d'Apollonio...""Firma autografaIndirizzo a c. 193v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 85, c. 192r-193v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Bundari, al-Fath ibn Ali, ca. 1190-ca. 1245,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 30 novembre 1658.
","Tipologia: letteraIncipit: ""Ricevo questa settimana una buona dosa di robba tradotta...""Firma autografaDestinatario a c. 195v. La c. 195 è un postscriptum alla lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 86, c. 194r-195v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Commandino, Federico, 1509-1575,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 8 dicembre 1658.
","Tipologia: letteraIncipit: ""Or questa volta sì che la nostra traduttione mi ha dato...""Firma autografaDestinatario a c. 197v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 87, c. 196r-197v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Commandino, Federico, 1509-1575,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 15 dicembre 1658.
","Tipologia: letteraIncipit: ""Ricevo questa settimana la traduttione del secondo libro d'Apollonio...""Firma autografaA c. 199v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 88, c. 198r-199v<br/>
</td>","Apollonius Pergaeus, 262-190 a.C.,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 22 dicembre 1658.
","Tipologia: letteraIncipit: ""Ricevo questa settimana non un calice, ma una bigoncia ben piena di cose amarissime...""Firma autografaA c. 200v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 89, c. 200r-v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Bundari, al-Fath ibn Ali, ca. 1190-ca. 1245,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 30 dicembre 1658.
","Tipologia: letteraIncipit: ""Si che Padre mio bisogna mutar registro, la veggo tanto risentita per le mie lettere libere e confidenti...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 90, c. 201r-202v<br/>
</td>","Divini, Eustachio, 1610-1685,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 12 gennaio 1659.
","Tipologia: letteraIncipit: ""Alla lettera di V.R. de i 4 poco mi resta da soggiungere...""Firma autografaA c. 204v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 91, c. 203r-204v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 19 gennaio 1659.
","Tipologia: letteraIncipit: ""Se la nostra amicitia fusse d'uno o dui giorni...""Firma autografaA c. 206v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 92, c. 205r-206v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Allacci, Leone, 1586-1669,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 25 gennaio 1659.
","Tipologia: letteraIncipit: ""Risopondo brevemente perchè Agostino è uscito alla sua lettione...""A c. 208v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 93, c. 207r-208v<br/>
</td>","Ricci, Michelangelo, 1619-1682,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Morelli, Angelo, 1608-1687,  (destinatario.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 3 febbraio 1659.
","Tipologia: letteraIncipit: ""Alla lettera di V.R. de i 25 del passato dico prima che la settimana passata...""Firma autografaA c. 210v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 94, c. 209r-210v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Bandinelli, Volumnio, 1598-1667,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
White, Richard, n. 1590,  (citato.)
Mellish, Henry, sec. XVII,  (citato.)
Brown, Henry, sec. XVII,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 9 febbraio 1659.
","Tipologia: letteraIncipit: ""Dispiacemi che tuttavia continui l'indispositione del sig.r Abramo...""Firma autografaIndirizzo a c. 212v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 95, c. 211r-212v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Chapelain, Jean, 1595-1674,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
Michelini, Famiano, 1604-1665,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
",,"*Pisa  (provenienza.)*Roma  (destinazione.)
"
"Borelli, Giovanni Alfonso, 1608-1679,

","Borelli Giovanni Alfonso a Morelli Angelo, 3 marzo 1659.
","Tipologia: letteraIncipit: ""Ricevo la lettera de 22 del passato di V.R. e prima in quanto al problema del Cappellano...""Firma autografaIndirizzo a c. 216v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '28422')"">Gal. 283  </a>  doc. 96, c. 215r-216v<br/>
</td>","Morelli, Angelo, 1608-1687,  (destinatario.)
Chapelain, Jean, 1595-1674,  (citato.)
Garcia del Castillo, Joannes, 1584-1659,  (citato.)
Divini, Eustachio, 1610-1685,  (citato.)
Abraham, Ecchellensis, 1605-1664,  (citato.)
Ricci, Michelangelo, 1619-1682,  (citato.)
White, Richard, n. 1590,  (citato.)
Medici, Leopoldo de', 1617-1675,  (citato.)
Apollonius Pergaeus, 262-190 a.C.,  (citato.)
",,"*Roma  (destinazione.)*Pisa  (provenienza.)
"
