Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Montanari Geminiano,"Incipit: ""Io non posso dir altro della sgraziata livella sino che non torno in città...""AutografoLe cc. 65r-66r contengono una nota di libri con anno, luogo di edizione e formato
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 32, c. 64r-66r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Molerius, Elias, sec. XVI-XVII,(citato.)Manolessi, Carlo, n. 1614,(citato.)Bartholin, Rasmus, 1625-1698,(citato.)Glorioso, Giovanni Camillo, 1572-1643,(citato.)Chiaramonti, Scipione, 1565-1652,(citato.)Landi, Giacinto, sec. XVII,(citato.)Vitalini, Antonio, sec. XVII,(citato.)Heliodorus Larisseus, sec. IV,(citato.)Altobelli, Ilario, 1560-1637,(citato.)Napier, John, 1550-1617,(citato.)Ptolemaeus, Claudius, ca. 100-178,(citato.)Oughtred, William, 1575-1660,(citato.)Ward, Seth, 1617-1689,(citato.)Manilius, Marcus, sec. I,(citato.)Modroni, Lodovico, sec. XVII,(citato.)Barrow, Isaac, 1630-1677,(citato.)Ruscelli, Girolamo, ca. 1500-1566,(citato.)Bettini, Mario, 1582-1657,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)Stokes, Richard, sec. XVII,(citato.)Argoli, Andrea, 1570-1657,(citato.)Clavius, Christoph, 1538-1612,(citato.)Rinaldini, Carlo, 1615-1698,(citato.)Scheiner, Christoph, 1573/5-1650,(citato.)Brahe, Tycho, 1546-1601,(citato.)Sovera, Bartolomeo, m. 1629,(citato.)Saint Vincent, Grégoire de, 1584-1667,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Strumenti,Montanari Geminiano a Viviani Vincenzo,27/08/1675,Bologna,Firenze,Viviani Vincenzo,1675
Montanari Geminiano,"Incipit: ""Andai a spasso per queste ville con certi cavalieri sul principio del caduto...""AutografoLa c. 69r è un catalogo di libri del Manolessi, editore bolognese, risalente probabilmente all'anno della ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 33, c. 67r-69r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Landi, Giacinto, sec. XVII,(citato.)Artimini, Pasquino, sec. XVII,(citato.)Barberini, Antonio, 1607-1671,(citato.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,6/09/1675,Bologna,Firenze,Viviani Vincenzo,1675
Perrault Charles,"Incipit: ""Je vous suis bien obligé de l'excellent livre qu'il vous a plu de m'envoyer...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 35, c. 70r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Perrault Charles a Viviani Vincenzo,16/09/1675,Parigi,Firenze,Viviani Vincenzo,1675
Montanari Geminiano,"Incipit: ""Non ho io dunque a sentir mai l'arrivo o la ricupera della livella, le prove di essa...""AutografoIndirizzo a c. 72v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 36, c. 71r-72v<br/>
</td>","Barberini, Antonio, 1607-1671,(citato.)Cantini,(citato.)Landi, Giacinto, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Artimini, Pasquino, sec. XVII,(citato.)",Strumenti,Montanari Geminiano a Viviani Vincenzo,8/10/1675,Bologna,Firenze,Viviani Vincenzo,1675
Gradi Stefano,"Incipit: ""Il signor dottor Matteo Campana mi dice havere conferito con Vostra Signoria la sua inventione di lisciar le lenti de' telescopii al torno...""AutografoA c. 74r disegno geometrico relativo alla ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 37, c. 73r-75vr<br/>
</td>","Campani, Matteo, 1620-1678,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Strumenti,Gradi Stefano a Viviani Vincenzo,26/10/1675,Roma,Firenze,Viviani Vincenzo,1675
Gradi Stefano,"Incipit: ""Il quesito da me proposto a Vostra Signoria è per sé stesso facilissimo e pianissimo...""AutografoIndirizzo a c. 77v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 38, c. 76r-77v<br/>
</td>","Campani, Matteo, 1620-1678,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Esperimenti,Gradi Stefano a Viviani Vincenzo,8/11/1675,Roma,Firenze,Viviani Vincenzo,1675
Montanari Geminiano,"Incipit: ""Sono tanti ordinarii ch'io sono senza lettere di Vostra Signoria Eccellentissima ch'io non posso non apprendere alquanto di dubio di sua salute...""AutografoIndirizzo a c. 79v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 39, c. 78r-79v<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Montanari Geminiano a Viviani Vincenzo,12/11/1675,Bologna,Firenze,Viviani Vincenzo,1675
Gradi Stefano,"Incipit: ""Ho ricevuta, ma non prima di questo punto che ho da repplicarle, la sua ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 40, c. 80r-81v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Esperimenti,Gradi Stefano a Viviani Vincenzo,30/11/1675,Roma,Firenze,Viviani Vincenzo,1675
Del Papa Giuseppe,"Incipit: ""Quando io considero l'onore pregiatissimo e maggiore di ogni mia espettazione...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 41, c. 82r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Commandino, Federico, 1509-1575,(citato.)Redi, Francesco, 1626-1698,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,18/01/1676,Pisa,Firenze,Viviani Vincenzo,1676
Del Papa Giuseppe,"Incipit: ""Non senza mia grandissima mortificazione ricevo la gentilissima ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 42, c. 83r-v<br/>
</td>","Commandino, Federico, 1509-1575,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,25/01/1676,Pisa,Firenze,Viviani Vincenzo,1676
Del Papa Giuseppe,"Incipit: ""Il Serenissimo Signor Principe mio signore finì sabato passato di repetere il secondo libro di Euclide...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 43, c. 84r<br/>
</td>","Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,8/02/1676,Pisa,Firenze,Viviani Vincenzo,1676
Del Papa Giuseppe,"Incipit: ""Lunedì passato inviai a Vostra Signoria Illustrissima una mia ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 44, c. 85r<br/>
</td>","Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,13/02/1676,Pisa,Firenze,Viviani Vincenzo,1676
Lorenzini Lorenzo,"Incipit: ""Quando fui l'ultima mattina a fare le dipartenze con vostra Signoria non rimasi interamente soddisfatto della sua sanità...""AutografoA c. 87r-v, di mano del Lorenzini, si legge la copia del teorema sulla trisezione dell'angolo, in francese
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 45, c. 86r-v, 87r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Bartolini, Cristoforo, sec. XVII,(citato.)Steensen, Niels, 1638-1686,(citato.)Mydorge, Claude, 1585-1647,(citato.)Saint Vincent, Grégoire de, 1584-1667,(citato.)Bartolini, Gasparo, sec. XVII,(citato.)",Notizie di libri,Lorenzini Lorenzo a Viviani Vincenzo,22/02/1676,Pisa,Firenze,Viviani Vincenzo,1676
Del Papa Giuseppe,"Incipit: ""Il Serenissimo Signor Principe Francesco Maria mio signore, si partì di qui insieme con tutta la Corte...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 46, c. 88r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Grienberger, Christoph, 1561-1636,(citato.)Commandino, Federico, 1509-1575,(citato.)Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,15/03/1676,Pisa,Firenze,Viviani Vincenzo,1676
Del Papa Giuseppe,"Incipit: ""Tornò il Serenissimo signor Principe Francesco Maria mio signore di Livorno...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 47, c. 89r<br/>
</td>","Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,24/03/1676,Pisa,Firenze,Viviani Vincenzo,1676
Porto Benedetto,"Incipit: ""Il Porto fa riverenza al signor Vincenzio Viviani, ed avendo inteso che egli vidde...""Lettera priva di data e di sottoscrizione. Cfr. la relazione di Vincenzio Viviani al Conte Benedetto Porto nel ms. 159 alle cc. 53r-v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 48, c. 90r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Meteorologia,Porto Benedetto a Viviani Vincenzo,3/04/1676,Unidentified,Firenze,Viviani Vincenzo,1676
Falconieri Paolo,"Incipit: ""Mando a Vostra Signoria la risposta del signor Dottor Carlo Buragna...""AutografoA c. 91v nota di mano del Viviani
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 49, c. 91r-v<br/>
</td>","Del Rosso, Giovanni Andrea, sec. XVII,(citato.)Buragna, Carlo, 1634-1679,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Strumenti,Falconieri Paolo a Viviani Vincenzo,25/04/1676,Roma,Firenze,Viviani Vincenzo,1676
Montanari Geminiano,"Incipit: ""Quel laudari a laudatis viris è la cosa più desiderabile per chiunque apprezza la gloria...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 50, c. 92r-93v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Bellini, Lorenzo, 1643-1704,(citato.)Euclides, sec. III a.C.,(citato.)Manolessi, Carlo, n. 1614,(citato.)Cavina, Pietro Maria, ca. 1637-ca. 1690,(citato.)Redi, Francesco, 1626-1698,(citato.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,23/06/1676,Bologna,Firenze,Viviani Vincenzo,1676
Ricci Michelangelo,"Incipit: ""Ha usato Vostra Signoria Illustrissima la solita sua prudenza in pubblicar la soluzione di que' problemi...""Firma autografa
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 51, c. 94r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,18/07/1676,Roma,Firenze,Viviani Vincenzo,1676
Borelli Giovanni Alfonso,"Incipit: ""In un grosso piego, per la posta, ricevo la cortisissima ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 52, c. 95r-96v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Borelli Giovanni Alfonso a Viviani Vincenzo,9/08/1676,Roma,Firenze,Viviani Vincenzo,1676
Ricci Michelangelo,"Incipit: ""All'istruzione d' un Prencipe, quale Vostra Signoria Illustrissima mi accenna, stimo che le matematiche gli si debbiano insegnare non semplici e pure...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 53, c. 97r-v<br/>
</td>","Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Grienberger, Christoph, 1561-1636,(citato.)Biancani, Giuseppe, 1566-1624,(citato.)Galilei, Galileo, 1564-1642,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Ricci Michelangelo a Viviani Vincenzo,29/08/1676,Roma,Firenze,Viviani Vincenzo,1676
Angeli Stefano (degli),"Incipit: ""Fuori in villa ricevo la umanissima di Vostra Signoria Molto Illustrissima. Non ho veduto il signor Rinaldini...""AutografoIndirizzo a c. 99v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 54, c. 98r-99v<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Angeli Stefano (degli) a Viviani Vincenzo,7/10/1676,Firenze,Mirano,Viviani Vincenzo,1676
Angeli Stefano (degli),"Incipit: ""Per adempire li comandi di Vostra Signoria Molto Illustrissima ho intrapreso il studiare li problemi sciolti da essa...""AutografoIndirizzo a c. 101v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 55, c. 100r-101v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Angeli Stefano (degli) a Viviani Vincenzo,30/10/1676,Padova,Firenze,Viviani Vincenzo,1676
Angeli Stefano (degli),"Incipit: ""Per servire Vostra Signoria Molto Illustrissima seguito a studiare il suo libro...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 56, c. 102r-103r<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Angeli Stefano (degli) a Viviani Vincenzo,4/12/1676,Padova,Firenze,Viviani Vincenzo,1676
Angeli Stefano (degli),"Incipit: ""Ho ricevuto due lettere de Vostra Signoria Molto Illustrissima una la posta passata e una la presente...""AutografoIndirizzo a c. 105v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 57, c. 104r-105v<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Angeli Stefano (degli) a Viviani Vincenzo,1/01/1677,Padova,Firenze,Viviani Vincenzo,1677
Angeli Stefano (degli),"Incipit: ""Quella de Vostra Signoria Molto Illustrissima de' 26 passato mi ha fatto molto meravigliare di me stesso...""AutografoIndirizzo a c. 109r; tra la c. 107 e la c. 109 è intercalata la ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 58, c. 106r-107r; 109r<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Angeli Stefano (degli) a Viviani Vincenzo,8/01/1677,Padova,Firenze,Viviani Vincenzo,1677
Del Papa Giuseppe,"Incipit: ""Per l'onore singolarissimo che il Serenissimo Principe Francesco Maria mio signore...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 59, c. 108r<br/>
</td>","Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,15/01/1677,Pisa,Firenze,Viviani Vincenzo,1677
Angeli Stefano (degli),"Incipit: ""Da quella di Vostra Signoria Molto Illustrissima delli 8 corrente m'accorgo...""AutografoE' possibile che a questa ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 61, c. 112v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Angeli Stefano (degli) a Viviani Vincenzo,28/01/1677,Padova,Firenze,Viviani Vincenzo,1677
Del Papa Giuseppe,"Incipit: ""Perché io reputo esser mio debito il dar ragguaglio a Vostra Signoria Illustrissima del proseguimento degli studi...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 62, c. 113r-v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,31/01/1677,Pisa,Firenze,Viviani Vincenzo,1677
Pollini Girolamo,"Incipit: ""Col occasione che il signor dottor Geminiano Montanari mi scrive...""AutografoIndirizzo a c. 115v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 63, c. 114r-115v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Landini, Francesco, sec. XVII,(citato.)Magliabechi, Antonio, 1633-1714,(citato.)Montanari, Geminiano, 1633-1687,(citato.)",Notizie di libri,Pollini Girolamo a Viviani Vincenzo,7/02/1677,Siena,Firenze,Viviani Vincenzo,1677
Del Papa Giuseppe,"Incipit: ""Debbo dare avviso a Vostra Signoria Illustrissima che il Serenissimo Signore Principe Francesco Maria...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 64, c. 116r<br/>
</td>","Guiducci, Mario, 1584-1646,(citato.)Galilei, Galileo, 1564-1642,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Astronomia,Del Papa Giuseppe a Viviani Vincenzo,28/02/1677,Pisa,Firenze,Viviani Vincenzo,1677
Lorenzini Lorenzo,"Incipit: ""Il signor Dottor Bellini mi à pregato con qualche instanza che io porti a Vostra Signoria...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 65, c. 117r<br/>
</td>","Bellini, Lorenzo, 1643-1704,(citato.)Steensen, Niels, 1638-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Lorenzini Lorenzo a Viviani Vincenzo,1/03/1677,Pisa,Firenze,Viviani Vincenzo,1677
Wewetzer Martin,"Incipit: ""L'ultima mia ch'io pigliai la licenza di scrivere a Vostra Signoria Illustrissima...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 66, c. 118r-119r<br/>
</td>","Magalotti, Lorenzo, 1637-1712,(citato.)La Coste, Bertrand de, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Wewetzer Martin a Viviani Vincenzo,7/03/1677,Amburgo,Firenze,Viviani Vincenzo,1677
Angeli Stefano (degli),"Incipit: ""Ricevei una ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 67, c. 120r-123v<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Angeli Stefano (degli) a Viviani Vincenzo,12/03/1677,Padova,Firenze,Viviani Vincenzo,1677
Lorenzini Lorenzo,"Incipit: ""O' servito Vostra Signoria speditamente del recapito della sua al signor dottor Redi...""Indirizzo a c. 125v
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 68, c. 124r-125v<br/>
</td>","Redi, Francesco, 1626-1698,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Lorenzini Lorenzo a Viviani Vincenzo,12/03/1677,Livorno,Firenze,Viviani Vincenzo,1677
Lorenzini Lorenzo,"Incipit: ""O' rappresentato all'Eccellentissimo signor Dottor Bellini l'intenzione che ella ha di favorirlo...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 69, c. 126r-127r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Marchetti, Alessandro, 1633-1714,(citato.)Bellini, Lorenzo, 1643-1704,(citato.)Del Riccio, Luigi, sec. XVII,(citato.)",Notizie di libri,Lorenzini Lorenzo a Viviani Vincenzo,9/03/1677,Pisa,Firenze,Viviani Vincenzo,1677
Vandini Paolo,"Incipit: ""Amorem in te mecum ita accumulatum esse, ut addi nihil possit...""A c. 129r la traduzione.Indirizzo a c. 12r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 70, c. 128v-129r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti letterari,Vandini Paolo a Viviani Vincenzo,12/03/1677,Cantiano,Firenze,Viviani Vincenzo,1677
Angeli Stefano (degli),"Incipit: ""Dal signor Saminiato mi è stato trasmesso l'involtino di Vostra Signoria Illustrissima ove ho trovato una sua lunga ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 71, c. 130r-132v<br/>
</td>","Rinaldini, Carlo, 1615-1698,(citato.)Saminiati, Baccio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Angeli Stefano (degli) a Viviani Vincenzo,2/04/1677,Padova,Firenze,Viviani Vincenzo,1677
Del Papa Giuseppe,"Incipit: ""Oggi appunto il Serenissimo Signor Principe Francesco Maria à finito di sentire da me la spiegazione del sesto libro di Euclide...""Autografo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 72, c. 133r<br/>
</td>","Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Matematica,Del Papa Giuseppe a Viviani Vincenzo,9/04/1677,Pisa,Firenze,Viviani Vincenzo,1677
Montanari Geminiano,"Incipit: ""Havrà forse veduta Vostra Signoria Eccellentissima alcune lettere...""AutografoAlla ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 73, c. 134r<br/>
</td>","Rossetti, Donato, 1633-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Cavina, Pietro Maria, ca. 1637-ca. 1690,(citato.)",Notizie di libri,Montanari Geminiano a Viviani Vincenzo,13/04/1677,Bologna,Firenze,Viviani Vincenzo,1677
Del Papa Giuseppe,"Incipit: ""Ritorna costà in Firenze il Serenissimo Signor Principe Francesco Maria...""AutografoA c. 137v nota di mano del Viviani, a carboncino nero
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26586')"">Gal. 256  </a>  doc. 75, c. 136r-137v<br/>
</td>","Euclides, sec. III a.C.,(citato.)Medici, Francesco Maria de', 1660-1711,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Del Papa Giuseppe a Viviani Vincenzo,21/04/1677,Pisa,Firenze,Viviani Vincenzo,1677
